"","OPR_DT","OPR_HR","OPR_INTERVAL","NOMOGRAM_ID","CONSTRAINT_CAUSE","PRC","MARKET_RUN_ID"
"15","2024-04-30",15,2,"24420_NEENACH _66.0_24452_TAP 85  _66.0_BR_1 _1","Base Case",47.97466,"RTD"
"16","2024-04-30",16,2,"24420_NEENACH _66.0_24452_TAP 85  _66.0_BR_1 _1","Base Case",65.41613,"RTD"
"17","2024-04-30",17,2,"24420_NEENACH _66.0_24452_TAP 85  _66.0_BR_1 _1","Base Case",40.25135,"RTD"
"18","2024-04-30",10,3,"24420_NEENACH _66.0_24452_TAP 85  _66.0_BR_1 _1","Base Case",49.91184,"RTD"
"19","2024-04-30",11,3,"24420_NEENACH _66.0_24452_TAP 85  _66.0_BR_1 _1","Base Case",58.66029,"RTD"
"20","2024-04-30",12,3,"24420_NEENACH _66.0_24452_TAP 85  _66.0_BR_1 _1","Base Case",69.90086,"RTD"
"21","2024-04-30",13,3,"24420_NEENACH _66.0_24452_TAP 85  _66.0_BR_1 _1","Base Case",58.83423,"RTD"
"22","2024-04-30",14,3,"24420_NEENACH _66.0_24452_TAP 85  _66.0_BR_1 _1","Base Case",57.23716,"RTD"
"23","2024-04-30",15,3,"24420_NEENACH _66.0_24452_TAP 85  _66.0_BR_1 _1","Base Case",47.01138,"RTD"
"24","2024-04-30",16,3,"24420_NEENACH _66.0_24452_TAP 85  _66.0_BR_1 _1","Base Case",68.62645,"RTD"
"25","2024-04-30",17,3,"24420_NEENACH _66.0_24452_TAP 85  _66.0_BR_1 _1","Base Case",62.43346,"RTD"
"26","2024-04-30",10,4,"24420_NEENACH _66.0_24452_TAP 85  _66.0_BR_1 _1","Base Case",47.98194,"RTD"
"27","2024-04-30",11,4,"24420_NEENACH _66.0_24452_TAP 85  _66.0_BR_1 _1","Base Case",60.97827,"RTD"
"28","2024-04-30",12,4,"24420_NEENACH _66.0_24452_TAP 85  _66.0_BR_1 _1","Base Case",71.47734,"RTD"
"29","2024-04-30",13,4,"24420_NEENACH _66.0_24452_TAP 85  _66.0_BR_1 _1","Base Case",60.39965,"RTD"
"30","2024-04-30",14,4,"24420_NEENACH _66.0_24452_TAP 85  _66.0_BR_1 _1","Base Case",58.72359,"RTD"
"31","2024-04-30",15,4,"24420_NEENACH _66.0_24452_TAP 85  _66.0_BR_1 _1","Base Case",59.76565,"RTD"
"32","2024-04-30",16,4,"24420_NEENACH _66.0_24452_TAP 85  _66.0_BR_1 _1","Base Case",59.67862,"RTD"
"33","2024-04-30",17,4,"24420_NEENACH _66.0_24452_TAP 85  _66.0_BR_1 _1","Base Case",66.44288,"RTD"
"34","2024-04-30",10,5,"24420_NEENACH _66.0_24452_TAP 85  _66.0_BR_1 _1","Base Case",46.82857,"RTD"
"35","2024-04-30",11,5,"24420_NEENACH _66.0_24452_TAP 85  _66.0_BR_1 _1","Base Case",53.66889,"RTD"
"36","2024-04-30",12,5,"24420_NEENACH _66.0_24452_TAP 85  _66.0_BR_1 _1","Base Case",65.58529,"RTD"
"37","2024-04-30",13,5,"24420_NEENACH _66.0_24452_TAP 85  _66.0_BR_1 _1","Base Case",58.95321,"RTD"
"38","2024-04-30",14,5,"24420_NEENACH _66.0_24452_TAP 85  _66.0_BR_1 _1","Base Case",58.72359,"RTD"
"39","2024-04-30",15,5,"24420_NEENACH _66.0_24452_TAP 85  _66.0_BR_1 _1","Base Case",58.96125,"RTD"
"40","2024-04-30",16,5,"24420_NEENACH _66.0_24452_TAP 85  _66.0_BR_1 _1","Base Case",62.0777,"RTD"
"41","2024-04-30",17,5,"24420_NEENACH _66.0_24452_TAP 85  _66.0_BR_1 _1","Base Case",61.86959,"RTD"
"42","2024-04-30",10,6,"24420_NEENACH _66.0_24452_TAP 85  _66.0_BR_1 _1","Base Case",46.82857,"RTD"
"43","2024-04-30",11,6,"24420_NEENACH _66.0_24452_TAP 85  _66.0_BR_1 _1","Base Case",54.27283,"RTD"
"44","2024-04-30",12,6,"24420_NEENACH _66.0_24452_TAP 85  _66.0_BR_1 _1","Base Case",61.1042,"RTD"
"45","2024-04-30",13,6,"24420_NEENACH _66.0_24452_TAP 85  _66.0_BR_1 _1","Base Case",58.6613,"RTD"
"46","2024-04-30",14,6,"24420_NEENACH _66.0_24452_TAP 85  _66.0_BR_1 _1","Base Case",60.60485,"RTD"
"47","2024-04-30",15,6,"24420_NEENACH _66.0_24452_TAP 85  _66.0_BR_1 _1","Base Case",64.39449,"RTD"
"48","2024-04-30",16,6,"24420_NEENACH _66.0_24452_TAP 85  _66.0_BR_1 _1","Base Case",66.87355,"RTD"
"49","2024-04-30",17,6,"24420_NEENACH _66.0_24452_TAP 85  _66.0_BR_1 _1","Base Case",60.92986,"RTD"
"50","2024-04-30",10,7,"24420_NEENACH _66.0_24452_TAP 85  _66.0_BR_1 _1","Base Case",45.77666,"RTD"
"51","2024-04-30",11,7,"24420_NEENACH _66.0_24452_TAP 85  _66.0_BR_1 _1","Base Case",56.25949,"RTD"
"52","2024-04-30",12,7,"24420_NEENACH _66.0_24452_TAP 85  _66.0_BR_1 _1","Base Case",76.24545,"RTD"
"53","2024-04-30",13,7,"24420_NEENACH _66.0_24452_TAP 85  _66.0_BR_1 _1","Base Case",58.85255,"RTD"
"54","2024-04-30",14,7,"24420_NEENACH _66.0_24452_TAP 85  _66.0_BR_1 _1","Base Case",57.68942,"RTD"
"55","2024-04-30",15,7,"24420_NEENACH _66.0_24452_TAP 85  _66.0_BR_1 _1","Base Case",61.13433,"RTD"
"56","2024-04-30",16,7,"24420_NEENACH _66.0_24452_TAP 85  _66.0_BR_1 _1","Base Case",67.0393,"RTD"
"57","2024-04-30",17,7,"24420_NEENACH _66.0_24452_TAP 85  _66.0_BR_1 _1","Base Case",61.2939,"RTD"
"58","2024-04-30",10,8,"24420_NEENACH _66.0_24452_TAP 85  _66.0_BR_1 _1","Base Case",45.72776,"RTD"
"59","2024-04-30",11,8,"24420_NEENACH _66.0_24452_TAP 85  _66.0_BR_1 _1","Base Case",57.34833,"RTD"
"60","2024-04-30",12,8,"24420_NEENACH _66.0_24452_TAP 85  _66.0_BR_1 _1","Base Case",76.20044,"RTD"
"61","2024-04-30",13,8,"24420_NEENACH _66.0_24452_TAP 85  _66.0_BR_1 _1","Base Case",58.8934,"RTD"
"62","2024-04-30",14,8,"24420_NEENACH _66.0_24452_TAP 85  _66.0_BR_1 _1","Base Case",57.76025,"RTD"
"63","2024-04-30",15,8,"24420_NEENACH _66.0_24452_TAP 85  _66.0_BR_1 _1","Base Case",64.54622,"RTD"
"64","2024-04-30",16,8,"24420_NEENACH _66.0_24452_TAP 85  _66.0_BR_1 _1","Base Case",66.87426,"RTD"
"65","2024-04-30",10,9,"24420_NEENACH _66.0_24452_TAP 85  _66.0_BR_1 _1","Base Case",45.72776,"RTD"
"66","2024-04-30",11,9,"24420_NEENACH _66.0_24452_TAP 85  _66.0_BR_1 _1","Base Case",55.3624,"RTD"
"67","2024-04-30",12,9,"24420_NEENACH _66.0_24452_TAP 85  _66.0_BR_1 _1","Base Case",76.12144,"RTD"
"68","2024-04-30",13,9,"24420_NEENACH _66.0_24452_TAP 85  _66.0_BR_1 _1","Base Case",58.9202,"RTD"
"69","2024-04-30",14,9,"24420_NEENACH _66.0_24452_TAP 85  _66.0_BR_1 _1","Base Case",56.96077,"RTD"
"70","2024-04-30",15,9,"24420_NEENACH _66.0_24452_TAP 85  _66.0_BR_1 _1","Base Case",67.03626,"RTD"
"71","2024-04-30",16,9,"24420_NEENACH _66.0_24452_TAP 85  _66.0_BR_1 _1","Base Case",70.71114,"RTD"
"72","2024-04-30",17,9,"24420_NEENACH _66.0_24452_TAP 85  _66.0_BR_1 _1","Base Case",61.53666,"RTD"
"73","2024-04-30",10,10,"24420_NEENACH _66.0_24452_TAP 85  _66.0_BR_1 _1","Base Case",45.32706,"RTD"
"74","2024-04-30",11,10,"24420_NEENACH _66.0_24452_TAP 85  _66.0_BR_1 _1","Base Case",60.8232,"RTD"
"75","2024-04-30",12,10,"24420_NEENACH _66.0_24452_TAP 85  _66.0_BR_1 _1","Base Case",71.60563,"RTD"
"76","2024-04-30",13,10,"24420_NEENACH _66.0_24452_TAP 85  _66.0_BR_1 _1","Base Case",59.10025,"RTD"
"77","2024-04-30",14,10,"24420_NEENACH _66.0_24452_TAP 85  _66.0_BR_1 _1","Base Case",67.16609,"RTD"
"78","2024-04-30",15,10,"24420_NEENACH _66.0_24452_TAP 85  _66.0_BR_1 _1","Base Case",65.31972,"RTD"
"79","2024-04-30",16,10,"24420_NEENACH _66.0_24452_TAP 85  _66.0_BR_1 _1","Base Case",595.2381,"RTD"
"80","2024-04-30",17,10,"24420_NEENACH _66.0_24452_TAP 85  _66.0_BR_1 _1","Base Case",66.02262,"RTD"
"81","2024-04-30",10,11,"24420_NEENACH _66.0_24452_TAP 85  _66.0_BR_1 _1","Base Case",44.70092,"RTD"
"82","2024-04-30",11,11,"24420_NEENACH _66.0_24452_TAP 85  _66.0_BR_1 _1","Base Case",60.98413,"RTD"
"83","2024-04-30",12,11,"24420_NEENACH _66.0_24452_TAP 85  _66.0_BR_1 _1","Base Case",69.88954,"RTD"
"84","2024-04-30",13,11,"24420_NEENACH _66.0_24452_TAP 85  _66.0_BR_1 _1","Base Case",56.98445,"RTD"
"85","2024-04-30",14,11,"24420_NEENACH _66.0_24452_TAP 85  _66.0_BR_1 _1","Base Case",67.16609,"RTD"
"86","2024-04-30",15,11,"24420_NEENACH _66.0_24452_TAP 85  _66.0_BR_1 _1","Base Case",61.43431,"RTD"
"87","2024-04-30",16,11,"24420_NEENACH _66.0_24452_TAP 85  _66.0_BR_1 _1","Base Case",595.2381,"RTD"
"88","2024-04-30",17,11,"24420_NEENACH _66.0_24452_TAP 85  _66.0_BR_1 _1","Base Case",59.58966,"RTD"
"89","2024-04-30",10,12,"24420_NEENACH _66.0_24452_TAP 85  _66.0_BR_1 _1","Base Case",42.71202,"RTD"
"90","2024-04-30",11,12,"24420_NEENACH _66.0_24452_TAP 85  _66.0_BR_1 _1","Base Case",60.78675,"RTD"
"91","2024-04-30",12,12,"24420_NEENACH _66.0_24452_TAP 85  _66.0_BR_1 _1","Base Case",71.88317,"RTD"
"92","2024-04-30",13,12,"24420_NEENACH _66.0_24452_TAP 85  _66.0_BR_1 _1","Base Case",56.80622,"RTD"
"93","2024-04-30",14,12,"24420_NEENACH _66.0_24452_TAP 85  _66.0_BR_1 _1","Base Case",66.36207,"RTD"
"94","2024-04-30",15,12,"24420_NEENACH _66.0_24452_TAP 85  _66.0_BR_1 _1","Base Case",68.49113,"RTD"
"95","2024-04-30",16,12,"24420_NEENACH _66.0_24452_TAP 85  _66.0_BR_1 _1","Base Case",595.20952,"RTD"
"96","2024-04-30",17,12,"24420_NEENACH _66.0_24452_TAP 85  _66.0_BR_1 _1","Base Case",59.78335,"RTD"
"97","2024-04-30",12,7,"24701_KRAMER  _230_24601_VICTOR  _230_BR_1 _1","Base Case",6.37497,"RTD"
"98","2024-04-30",12,6,"24701_KRAMER  _230_24601_VICTOR  _230_BR_1 _1","Base Case",21.7847,"RTD"
"99","2024-04-30",12,4,"24701_KRAMER  _230_24601_VICTOR  _230_BR_1 _1","Base Case",1.07855,"RTD"
"100","2024-04-30",18,3,"24701_KRAMER  _230_24601_VICTOR  _230_BR_1 _1","Base Case",104.17749,"RTD"
"101","2024-04-30",18,2,"24701_KRAMER  _230_24601_VICTOR  _230_BR_1 _1","Base Case",104.0782,"RTD"
"102","2024-04-30",12,8,"24701_KRAMER  _230_24601_VICTOR  _230_BR_1 _1","Base Case",21.10124,"RTD"
"103","2024-04-30",12,12,"24701_KRAMER  _230_24601_VICTOR  _230_BR_1 _1","Base Case",11.82605,"RTD"
"104","2024-04-30",9,12,"24701_KRAMER  _230_24601_VICTOR  _230_BR_1 _1","Base Case",1.73907,"RTD"
"105","2024-04-30",12,11,"24701_KRAMER  _230_24601_VICTOR  _230_BR_1 _1","Base Case",11.28059,"RTD"
"106","2024-04-30",12,10,"24701_KRAMER  _230_24601_VICTOR  _230_BR_1 _1","Base Case",11.28059,"RTD"
"107","2024-04-30",12,9,"24701_KRAMER  _230_24601_VICTOR  _230_BR_1 _1","Base Case",42.97722,"RTD"
"108","2024-04-30",18,1,"24701_KRAMER  _230_24601_VICTOR  _230_BR_1 _1","Base Case",120.02083,"RTD"
"109","2024-04-30",17,7,"29400_ANTELOPE_500_29402_WIRLWIND_500_BR_1 _1","SC1 VINCNT-WHIRWD_1 500",40.49435,"RTD"
"110","2024-04-30",16,8,"29400_ANTELOPE_500_29402_WIRLWIND_500_BR_1 _1","SC1 VINCNT-WHIRWD_1 500",27.06236,"RTD"
"111","2024-04-30",17,8,"29400_ANTELOPE_500_29402_WIRLWIND_500_BR_1 _1","SC1 VINCNT-WHIRWD_1 500",38.40622,"RTD"
"112","2024-04-30",16,9,"29400_ANTELOPE_500_29402_WIRLWIND_500_BR_1 _1","SC1 VINCNT-WHIRWD_1 500",37.27389,"RTD"
"113","2024-04-30",17,9,"29400_ANTELOPE_500_29402_WIRLWIND_500_BR_1 _1","SC1 VINCNT-WHIRWD_1 500",40.67226,"RTD"
"114","2024-04-30",16,10,"29400_ANTELOPE_500_29402_WIRLWIND_500_BR_1 _1","SC1 VINCNT-WHIRWD_1 500",40.19152,"RTD"
"115","2024-04-30",17,10,"29400_ANTELOPE_500_29402_WIRLWIND_500_BR_1 _1","SC1 VINCNT-WHIRWD_1 500",43.55973,"RTD"
"116","2024-04-30",16,11,"29400_ANTELOPE_500_29402_WIRLWIND_500_BR_1 _1","SC1 VINCNT-WHIRWD_1 500",40.19152,"RTD"
"117","2024-04-30",16,7,"29400_ANTELOPE_500_29402_WIRLWIND_500_BR_1 _1","SC1 VINCNT-WHIRWD_1 500",13.22317,"RTD"
"118","2024-04-30",17,6,"29400_ANTELOPE_500_29402_WIRLWIND_500_BR_1 _1","SC1 VINCNT-WHIRWD_1 500",40.28854,"RTD"
"119","2024-04-30",17,5,"29400_ANTELOPE_500_29402_WIRLWIND_500_BR_1 _1","SC1 VINCNT-WHIRWD_1 500",40.91701,"RTD"
"120","2024-04-30",17,4,"29400_ANTELOPE_500_29402_WIRLWIND_500_BR_1 _1","SC1 VINCNT-WHIRWD_1 500",36.5198,"RTD"
"121","2024-04-30",18,3,"29400_ANTELOPE_500_29402_WIRLWIND_500_BR_1 _1","SC1 VINCNT-WHIRWD_1 500",23.63937,"RTD"
"122","2024-04-30",17,3,"29400_ANTELOPE_500_29402_WIRLWIND_500_BR_1 _1","SC1 VINCNT-WHIRWD_1 500",39.11182,"RTD"
"123","2024-04-30",18,2,"29400_ANTELOPE_500_29402_WIRLWIND_500_BR_1 _1","SC1 VINCNT-WHIRWD_1 500",23.5496,"RTD"
"124","2024-04-30",17,2,"29400_ANTELOPE_500_29402_WIRLWIND_500_BR_1 _1","SC1 VINCNT-WHIRWD_1 500",19.04225,"RTD"
"125","2024-04-30",18,1,"29400_ANTELOPE_500_29402_WIRLWIND_500_BR_1 _1","SC1 VINCNT-WHIRWD_1 500",32.59038,"RTD"
"126","2024-04-30",17,1,"29400_ANTELOPE_500_29402_WIRLWIND_500_BR_1 _1","SC1 VINCNT-WHIRWD_1 500",37.92117,"RTD"
"127","2024-04-30",17,11,"29400_ANTELOPE_500_29402_WIRLWIND_500_BR_1 _1","SC1 VINCNT-WHIRWD_1 500",39.26388,"RTD"
"128","2024-04-30",16,12,"29400_ANTELOPE_500_29402_WIRLWIND_500_BR_1 _1","SC1 VINCNT-WHIRWD_1 500",47.68645,"RTD"
"129","2024-04-30",17,12,"29400_ANTELOPE_500_29402_WIRLWIND_500_BR_1 _1","SC1 VINCNT-WHIRWD_1 500",39.40368,"RTD"
"130","2024-04-30",9,5,"30750_MOSSLD  _230_30797_LASAGUIL_230_BR_1 _1","PG1 GATES 500-230 BK11",92.75091,"RTD"
"131","2024-04-30",8,12,"30750_MOSSLD  _230_30797_LASAGUIL_230_BR_1 _1","PG1 MOSSLD-LOSBNS 500",568.2144,"RTD"
"132","2024-04-30",9,12,"30750_MOSSLD  _230_30797_LASAGUIL_230_BR_1 _1","PG1 MOSSLD-LOSBNS 500",383.04997,"RTD"
"133","2024-04-30",10,12,"30750_MOSSLD  _230_30797_LASAGUIL_230_BR_1 _1","PG1 MOSSLD-LOSBNS 500",566.74276,"RTD"
"134","2024-04-30",11,12,"30750_MOSSLD  _230_30797_LASAGUIL_230_BR_1 _1","PG1 MOSSLD-LOSBNS 500",270.7219,"RTD"
"135","2024-04-30",12,12,"30750_MOSSLD  _230_30797_LASAGUIL_230_BR_1 _1","PG1 MOSSLD-LOSBNS 500",207.18405,"RTD"
"136","2024-04-30",13,12,"30750_MOSSLD  _230_30797_LASAGUIL_230_BR_1 _1","PG1 MOSSLD-LOSBNS 500",280.48783,"RTD"
"137","2024-04-30",14,12,"30750_MOSSLD  _230_30797_LASAGUIL_230_BR_1 _1","PG1 MOSSLD-LOSBNS 500",289.45325,"RTD"
"138","2024-04-30",15,12,"30750_MOSSLD  _230_30797_LASAGUIL_230_BR_1 _1","PG1 MOSSLD-LOSBNS 500",279.46749,"RTD"
"139","2024-04-30",16,12,"30750_MOSSLD  _230_30797_LASAGUIL_230_BR_1 _1","PG1 MOSSLD-LOSBNS 500",338.67766,"RTD"
"140","2024-04-30",17,12,"30750_MOSSLD  _230_30797_LASAGUIL_230_BR_1 _1","PG1 MOSSLD-LOSBNS 500",403.1192,"RTD"
"141","2024-04-30",18,12,"30750_MOSSLD  _230_30797_LASAGUIL_230_BR_1 _1","PG1 MOSSLD-LOSBNS 500",467.7899,"RTD"
"142","2024-04-30",8,10,"30750_MOSSLD  _230_30797_LASAGUIL_230_BR_1 _1","PG1 MOSSLD-LOSBNS 500",524.6854,"RTD"
"143","2024-04-30",9,10,"30750_MOSSLD  _230_30797_LASAGUIL_230_BR_1 _1","PG1 MOSSLD-LOSBNS 500",352.16902,"RTD"
"144","2024-04-30",10,10,"30750_MOSSLD  _230_30797_LASAGUIL_230_BR_1 _1","PG1 MOSSLD-LOSBNS 500",504.17299,"RTD"
"145","2024-04-30",11,10,"30750_MOSSLD  _230_30797_LASAGUIL_230_BR_1 _1","PG1 MOSSLD-LOSBNS 500",272.83432,"RTD"
"146","2024-04-30",12,10,"30750_MOSSLD  _230_30797_LASAGUIL_230_BR_1 _1","PG1 MOSSLD-LOSBNS 500",202.02204,"RTD"
"147","2024-04-30",13,10,"30750_MOSSLD  _230_30797_LASAGUIL_230_BR_1 _1","PG1 MOSSLD-LOSBNS 500",273.6336,"RTD"
"148","2024-04-30",14,10,"30750_MOSSLD  _230_30797_LASAGUIL_230_BR_1 _1","PG1 MOSSLD-LOSBNS 500",285.74112,"RTD"
"149","2024-04-30",15,10,"30750_MOSSLD  _230_30797_LASAGUIL_230_BR_1 _1","PG1 MOSSLD-LOSBNS 500",275.45075,"RTD"
"150","2024-04-30",16,10,"30750_MOSSLD  _230_30797_LASAGUIL_230_BR_1 _1","PG1 MOSSLD-LOSBNS 500",418.38384,"RTD"
"151","2024-04-30",17,10,"30750_MOSSLD  _230_30797_LASAGUIL_230_BR_1 _1","PG1 MOSSLD-LOSBNS 500",458.56439,"RTD"
"152","2024-04-30",18,10,"30750_MOSSLD  _230_30797_LASAGUIL_230_BR_1 _1","PG1 MOSSLD-LOSBNS 500",434.0768,"RTD"
"153","2024-04-30",8,11,"30750_MOSSLD  _230_30797_LASAGUIL_230_BR_1 _1","PG1 MOSSLD-LOSBNS 500",568.22415,"RTD"
"154","2024-04-30",9,11,"30750_MOSSLD  _230_30797_LASAGUIL_230_BR_1 _1","PG1 MOSSLD-LOSBNS 500",350.29347,"RTD"
"155","2024-04-30",10,11,"30750_MOSSLD  _230_30797_LASAGUIL_230_BR_1 _1","PG1 MOSSLD-LOSBNS 500",519.5975,"RTD"
"156","2024-04-30",11,11,"30750_MOSSLD  _230_30797_LASAGUIL_230_BR_1 _1","PG1 MOSSLD-LOSBNS 500",272.85497,"RTD"
"157","2024-04-30",12,11,"30750_MOSSLD  _230_30797_LASAGUIL_230_BR_1 _1","PG1 MOSSLD-LOSBNS 500",241.73726,"RTD"
"158","2024-04-30",13,11,"30750_MOSSLD  _230_30797_LASAGUIL_230_BR_1 _1","PG1 MOSSLD-LOSBNS 500",279.95532,"RTD"
"159","2024-04-30",14,11,"30750_MOSSLD  _230_30797_LASAGUIL_230_BR_1 _1","PG1 MOSSLD-LOSBNS 500",286.70664,"RTD"
"160","2024-04-30",15,11,"30750_MOSSLD  _230_30797_LASAGUIL_230_BR_1 _1","PG1 MOSSLD-LOSBNS 500",296.23581,"RTD"
"161","2024-04-30",16,11,"30750_MOSSLD  _230_30797_LASAGUIL_230_BR_1 _1","PG1 MOSSLD-LOSBNS 500",418.38384,"RTD"
"162","2024-04-30",17,11,"30750_MOSSLD  _230_30797_LASAGUIL_230_BR_1 _1","PG1 MOSSLD-LOSBNS 500",389.72711,"RTD"
"163","2024-04-30",9,1,"30750_MOSSLD  _230_30797_LASAGUIL_230_BR_1 _1","PG1 MOSSLD-LOSBNS 500",497.08336,"RTD"
"164","2024-04-30",10,1,"30750_MOSSLD  _230_30797_LASAGUIL_230_BR_1 _1","PG1 MOSSLD-LOSBNS 500",389.13583,"RTD"
"165","2024-04-30",11,1,"30750_MOSSLD  _230_30797_LASAGUIL_230_BR_1 _1","PG1 MOSSLD-LOSBNS 500",237.42468,"RTD"
"166","2024-04-30",12,1,"30750_MOSSLD  _230_30797_LASAGUIL_230_BR_1 _1","PG1 MOSSLD-LOSBNS 500",229.44248,"RTD"
"167","2024-04-30",13,1,"30750_MOSSLD  _230_30797_LASAGUIL_230_BR_1 _1","PG1 MOSSLD-LOSBNS 500",247.19482,"RTD"
"168","2024-04-30",14,1,"30750_MOSSLD  _230_30797_LASAGUIL_230_BR_1 _1","PG1 MOSSLD-LOSBNS 500",282.23922,"RTD"
"169","2024-04-30",15,1,"30750_MOSSLD  _230_30797_LASAGUIL_230_BR_1 _1","PG1 MOSSLD-LOSBNS 500",321.86956,"RTD"
"170","2024-04-30",16,1,"30750_MOSSLD  _230_30797_LASAGUIL_230_BR_1 _1","PG1 MOSSLD-LOSBNS 500",290.90059,"RTD"
"171","2024-04-30",17,1,"30750_MOSSLD  _230_30797_LASAGUIL_230_BR_1 _1","PG1 MOSSLD-LOSBNS 500",516.92984,"RTD"
"172","2024-04-30",18,1,"30750_MOSSLD  _230_30797_LASAGUIL_230_BR_1 _1","PG1 MOSSLD-LOSBNS 500",241.48256,"RTD"
"173","2024-04-30",19,1,"30750_MOSSLD  _230_30797_LASAGUIL_230_BR_1 _1","PG1 MOSSLD-LOSBNS 500",140.0174,"RTD"
"174","2024-04-30",20,1,"30750_MOSSLD  _230_30797_LASAGUIL_230_BR_1 _1","PG1 MOSSLD-LOSBNS 500",102.92963,"RTD"
"175","2024-04-30",9,2,"30750_MOSSLD  _230_30797_LASAGUIL_230_BR_1 _1","PG1 MOSSLD-LOSBNS 500",493.85899,"RTD"
"176","2024-04-30",10,2,"30750_MOSSLD  _230_30797_LASAGUIL_230_BR_1 _1","PG1 MOSSLD-LOSBNS 500",394.12373,"RTD"
"177","2024-04-30",11,2,"30750_MOSSLD  _230_30797_LASAGUIL_230_BR_1 _1","PG1 MOSSLD-LOSBNS 500",239.83071,"RTD"
"178","2024-04-30",12,2,"30750_MOSSLD  _230_30797_LASAGUIL_230_BR_1 _1","PG1 MOSSLD-LOSBNS 500",234.6569,"RTD"
"179","2024-04-30",13,2,"30750_MOSSLD  _230_30797_LASAGUIL_230_BR_1 _1","PG1 MOSSLD-LOSBNS 500",272.31681,"RTD"
"180","2024-04-30",14,2,"30750_MOSSLD  _230_30797_LASAGUIL_230_BR_1 _1","PG1 MOSSLD-LOSBNS 500",282.91258,"RTD"
"181","2024-04-30",15,2,"30750_MOSSLD  _230_30797_LASAGUIL_230_BR_1 _1","PG1 MOSSLD-LOSBNS 500",306.97566,"RTD"
"182","2024-04-30",16,2,"30750_MOSSLD  _230_30797_LASAGUIL_230_BR_1 _1","PG1 MOSSLD-LOSBNS 500",292.28449,"RTD"
"183","2024-04-30",17,2,"30750_MOSSLD  _230_30797_LASAGUIL_230_BR_1 _1","PG1 MOSSLD-LOSBNS 500",437.12387,"RTD"
"184","2024-04-30",10,6,"30750_MOSSLD  _230_30797_LASAGUIL_230_BR_1 _1","PG1 MOSSLD-LOSBNS 500",498.3327,"RTD"
"185","2024-04-30",11,6,"30750_MOSSLD  _230_30797_LASAGUIL_230_BR_1 _1","PG1 MOSSLD-LOSBNS 500",320.67028,"RTD"
"186","2024-04-30",12,6,"30750_MOSSLD  _230_30797_LASAGUIL_230_BR_1 _1","PG1 MOSSLD-LOSBNS 500",271.79134,"RTD"
"187","2024-04-30",13,6,"30750_MOSSLD  _230_30797_LASAGUIL_230_BR_1 _1","PG1 MOSSLD-LOSBNS 500",277.8519,"RTD"
"188","2024-04-30",14,6,"30750_MOSSLD  _230_30797_LASAGUIL_230_BR_1 _1","PG1 MOSSLD-LOSBNS 500",275.70034,"RTD"
"189","2024-04-30",15,6,"30750_MOSSLD  _230_30797_LASAGUIL_230_BR_1 _1","PG1 MOSSLD-LOSBNS 500",295.18325,"RTD"
"190","2024-04-30",16,6,"30750_MOSSLD  _230_30797_LASAGUIL_230_BR_1 _1","PG1 MOSSLD-LOSBNS 500",284.53797,"RTD"
"191","2024-04-30",17,6,"30750_MOSSLD  _230_30797_LASAGUIL_230_BR_1 _1","PG1 MOSSLD-LOSBNS 500",239.95479,"RTD"
"192","2024-04-30",18,6,"30750_MOSSLD  _230_30797_LASAGUIL_230_BR_1 _1","PG1 MOSSLD-LOSBNS 500",208.73866,"RTD"
